x,y,z,U_0,U_1,U_2
0,0,0,0.3,-0.000386245,0
0,0.1,0,0.3,-0.000231747,0
0,0.2,0,0.3,-7.7249e-05,0
0,0.3,0,0.3,0,0
0,0.4,0,0.3,0,0
0,0.5,0,0.3,0,0
0,0.6,0,0.3,0,0
0,0.7,0,0.3,0,0
0,0.8,0,0.3,0,0
0,0.9,0,0.3,0,0
0,1,0,0.3,0,0
0,1.1,0,0.3,0,0
0,1.2,0,0.3,0,0
0,1.3,0,0.3,0,0
0,1.4,0,0.3,0,0
0,1.5,0,0.3,0,0
0,1.6,0,0.3,0,0
0,1.7,0,0.3,0,0
0,1.8,0,0.3,0,0
0,1.9,0,0.3,0,0
0,2,0,0.3,0,0
0,2.1,0,0.3,0,0
0,2.2,0,0.3,0,0
0,2.3,0,0.3,0,0
0,2.4,0,0.3,0,0
0,2.5,0,0.3,0,0
0,2.6,0,0.3,0,0
0,2.7,0,0.3,0,0
0,2.8,0,0.3,0,0
0,2.9,0,0.3,0,0
0,3,0,0.3,0,0
0,3.1,0,0.3,0,0
0,3.2,0,0.3,0,0
0,3.3,0,0.3,0,0
0,3.4,0,0.3,0,0
0,3.5,0,0.3,0,0
0,3.6,0,0.3,0,0
0,3.7,0,0.3,0,0
0,3.8,0,0.3,0,0
0,3.9,0,0.3,0,0
0,4,0,0.3,0,0
0,4.1,0,0.3,0,0
0,4.2,0,0.3,0,0
0,4.3,0,0.3,0,0
0,4.4,0,0.3,0,0
0,4.5,0,0.3,0,0
0,4.6,0,0.3,0,0
0,4.7,0,0.3,0,0
0,4.8,0,0.3,0,0
0,4.9,0,0.3,0,0
0,5,0,0.3,0,0
0,5.1,0,0.3,0,0
0,5.2,0,0.3,0,0
0,5.3,0,0.3,0,0
0,5.4,0,0.3,0,0
0,5.5,0,0.3,0,0
0,5.6,0,0.3,0,0
0,5.7,0,0.3,0,0
0,5.8,0,0.3,0,0
0,5.9,0,0.3,0,0
0,6,0,0.3,0,0
0,6.1,0,0.3,0,0
0,6.2,0,0.3,0,0
0,6.3,0,0.3,0,0
0,6.4,0,0.3,0,0
0,6.5,0,0.3,0,0
0,6.6,0,0.3,0,0
0,6.7,0,0.3,0,0
0,6.8,0,0.3,0,0
0,6.9,0,0.3,0,0
0,7,0,0.3,0,0
0,7.1,0,0.3,0,0
0,7.2,0,0.3,0,0
0,7.3,0,0.3,0,0
0,7.4,0,0.3,0,0
0,7.5,0,0.3,0,0
0,7.6,0,0.3,0,0
0,7.7,0,0.3,0,0
0,7.8,0,0.3,0,0
0,7.9,0,0.3,0,0
0,8,0,0.3,0,0
0,8.1,0,0.3,0,0
0,8.2,0,0.3,0,0
0,8.3,0,0.3,0,0
0,8.4,0,0.3,0,0
0,8.5,0,0.3,0,0
0,8.6,0,0.3,0,0
0,8.7,0,0.3,0,0
0,8.8,0,0.3,0,0
0,8.9,0,0.3,0,0
0,9,0,0.3,0,0
0,9.1,0,0.3,0,0
0,9.2,0,0.3,0,0
0,9.3,0,0.3,0,0
0,9.4,0,0.3,0,0
0,9.5,0,0.3,0,0
0,9.6,0,0.3,0,0
0,9.7,0,0.3,0,0
0,9.8,0,0.3,0,0
0,9.9,0,0.3,0,0
0,10,0,0.3,0,0
0,10.1,0,0.3,0,0
0,10.2,0,0.3,0,0
0,10.3,0,0.3,0,0
0,10.4,0,0.3,0,0
0,10.5,0,0.3,0,0
0,10.6,0,0.3,0,0
0,10.7,0,0.3,0,0
0,10.8,0,0.3,0,0
0,10.9,0,0.3,0,0
0,11,0,0.3,0,0
0,11.1,0,0.3,0,0
0,11.2,0,0.3,0,0
0,11.3,0,0.3,0,0
0,11.4,0,0.3,0,0
0,11.5,0,0.3,0,0
0,11.6,0,0.3,0,0
0,11.7,0,0.3,0,0
0,11.8,0,0.3,0,0
0,11.9,0,0.3,0,0
0,12,0,0.3,0,0
0,12.1,0,0.3,0,0
0,12.2,0,0.3,0,0
0,12.3,0,0.3,0,0
0,12.4,0,0.3,2.61894e-05,0
0,12.5,0,0.3,0.000101016,0
0,12.6,0,0.3,0.000175843,0
0,12.7,0,0.3,0.00025067,0
0.1,0,0,0.300001,-0.000850687,0
0.1,0.1,0,0.3,-0.000695241,0
0.1,0.2,0,0.300001,-0.000618996,0
0.1,0.3,0,0.300001,-0.000620045,0
0.1,0.4,0,0.3,-0.000620091,0
0.1,0.5,0,0.300002,-0.000623067,0
0.1,0.6,0,0.300001,-0.000624107,0
0.1,0.7,0,0.300002,-0.000626002,0
0.1,0.8,0,0.300002,-0.000628826,0
0.1,0.9,0,0.300001,-0.000629757,0
0.1,1,0,0.300004,-0.000634148,0
0.1,1.1,0,0.300001,-0.000636629,0
0.1,1.2,0,0.300003,-0.000638993,0
0.1,1.3,0,0.300003,-0.000642777,0
0.1,1.4,0,0.300001,-0.000644195,0
0.1,1.5,0,0.300004,-0.000648934,0
0.1,1.6,0,0.300001,-0.000651796,0
0.1,1.7,0,0.300002,-0.00065397,0
0.1,1.8,0,0.300002,-0.000657386,0
0.1,1.9,0,0.300001,-0.000658627,0
0.1,2,0,0.300003,-0.00066211,0
0.1,2.1,0,0.300001,-0.000663735,0
0.1,2.2,0,0.300001,-0.000664772,0
0.1,2.3,0,0.300001,-0.000665917,0
0.1,2.4,0,0.3,-0.000666026,0
0.1,2.5,0,0.299999,-0.000666084,0
0.1,2.6,0,0.3,-0.000664286,0
0.1,2.7,0,0.299998,-0.000662981,0
0.1,2.8,0,0.299998,-0.000659447,0
0.1,2.9,0,0.299999,-0.000657218,0
0.1,3,0,0.299993,-0.000651265,0
